ID,Number,Name,Type1,Type2,Total,HP,Atk,Def,SpAtk,SpDef,Spd,Species,Height,Weight
755,646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,Boundary Pokémon,3.0 m,325.0 kg
756,646,Kyurem(Black Kyurem),Dragon,Ice,700,125,170,100,120,90,95,Boundary Pokémon,3.3 m,325.0 kg
757,646,Kyurem(White Kyurem),Dragon,Ice,700,125,120,90,170,100,95,Boundary Pokémon,3.6 m,325.0 kg
758,647,Keldeo(Ordinary Form),Water,Fighting,580,91,72,90,129,90,108,Colt Pokémon,1.4 m,48.5 kg
759,647,Keldeo(Resolute Form),Water,Fighting,580,91,72,90,129,90,108,Colt Pokémon,1.4 m,48.5 kg
760,648,Meloetta(Aria Forme),Normal,Psychic,600,100,77,77,128,128,90,Melody Pokémon,0.6 m,6.5 kg
761,648,Meloetta(Pirouette Forme),Normal,Fighting,600,100,128,90,77,77,128,Melody Pokémon,0.6 m,6.5 kg
762,649,Genesect,Bug,Steel,600,71,120,95,120,95,99,Paleozoic Pokémon,1.5 m,82.5 kg
763,650,Chespin,Grass,,313,56,61,65,48,45,38,Spiny Nut Pokémon,0.4 m,9.0 kg
764,651,Quilladin,Grass,,405,61,78,95,56,58,57,Spiny Armor Pokémon,0.7 m,29.0 kg
765,652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,Spiny Armor Pokémon,1.6 m,90.0 kg
766,653,Fennekin,Fire,,307,40,45,40,62,60,60,Fox Pokémon,0.4 m,9.4 kg
767,654,Braixen,Fire,,409,59,59,58,90,70,73,Fox Pokémon,1.0 m,14.5 kg
768,655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,Fox Pokémon,1.5 m,39.0 kg
769,656,Froakie,Water,,314,41,56,40,62,44,71,Bubble Frog Pokémon,0.3 m,7.0 kg
770,657,Frogadier,Water,,405,54,63,52,83,56,97,Bubble Frog Pokémon,0.6 m,10.9 kg
771,658,Greninja,Water,Dark,530,72,95,67,103,71,122,Ninja Pokémon,1.5 m,40.0 kg
772,658,Greninja(Ash-Greninja),Water,Dark,640,72,145,67,153,71,132,Ninja Pokémon,1.5 m,40.0 kg
773,659,Bunnelby,Normal,,237,38,36,38,32,36,57,Digging Pokémon,0.4 m,5.0 kg
774,660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,Digging Pokémon,1.0 m,42.4 kg
775,661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,Tiny Robin Pokémon,0.3 m,1.7 kg
776,662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,Ember Pokémon,0.7 m,16.0 kg
777,663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,Scorching Pokémon,1.2 m,24.5 kg
778,664,Scatterbug,Bug,,200,38,35,40,27,25,35,Scatterdust Pokémon,0.3 m,2.5 kg
779,665,Spewpa,Bug,,213,45,22,60,27,30,29,Scatterdust Pokémon,0.3 m,8.4 kg
780,666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,Scale Pokémon,1.2 m,17.0 kg
781,667,Litleo,Fire,Normal,369,62,50,58,73,54,72,Lion Cub Pokémon,0.6 m,13.5 kg
782,668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,Royal Pokémon,1.5 m,81.5 kg
783,669,Flabébé,Fairy,,303,44,38,39,61,79,42,Single Bloom Pokémon,0.1 m,0.1 kg
784,670,Floette,Fairy,,371,54,45,47,75,98,52,Single Bloom Pokémon,0.2 m,0.9 kg
785,671,Florges,Fairy,,552,78,65,68,112,154,75,Garden Pokémon,1.1 m,10.0 kg
786,672,Skiddo,Grass,,350,66,65,48,62,57,52,Mount Pokémon,0.9 m,31.0 kg
787,673,Gogoat,Grass,,531,123,100,62,97,81,68,Mount Pokémon,1.7 m,91.0 kg
788,674,Pancham,Fighting,,348,67,82,62,46,48,43,Playful Pokémon,0.6 m,8.0 kg
789,675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,Daunting Pokémon,2.1 m,136.0 kg
790,676,Furfrou,Normal,,472,75,80,60,65,90,102,Poodle Pokémon,1.2 m,28.0 kg
791,677,Espurr,Psychic,,355,62,48,54,63,60,68,Restraint Pokémon,0.3 m,3.5 kg
792,678,Meowstic(Male),Psychic,,466,74,48,76,83,81,104,Constraint Pokémon,0.6 m,8.5 kg
793,678,Meowstic(Female),Psychic,,466,74,48,76,83,81,104,Constraint Pokémon,0.6 m,8.5 kg
794,679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,Sword Pokémon,0.8 m,2.0 kg
795,680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,Sword Pokémon,0.8 m,4.5 kg
796,681,Aegislash(Shield Forme),Steel,Ghost,500,60,50,140,50,140,60,Royal Sword Pokémon,1.7 m,53.0 kg
797,681,Aegislash(Blade Forme),Steel,Ghost,500,60,140,50,140,50,60,Royal Sword Pokémon,1.7 m,53.0 kg
798,682,Spritzee,Fairy,,341,78,52,60,63,65,23,Perfume Pokémon,0.2 m,0.5 kg
799,683,Aromatisse,Fairy,,462,101,72,72,99,89,29,Fragrance Pokémon,0.8 m,15.5 kg
800,684,Swirlix,Fairy,,341,62,48,66,59,57,49,Cotton Candy Pokémon,0.4 m,3.5 kg
801,685,Slurpuff,Fairy,,480,82,80,86,85,75,72,Meringue Pokémon,0.8 m,5.0 kg
802,686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,Revolving Pokémon,0.4 m,3.5 kg
803,687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,Overturning Pokémon,1.5 m,47.0 kg
804,688,Binacle,Rock,Water,306,42,52,67,39,56,50,Two-Handed Pokémon,0.5 m,31.0 kg
805,689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,Collective Pokémon,1.3 m,96.0 kg
806,690,Skrelp,Poison,Water,320,50,60,60,60,60,30,Mock Kelp Pokémon,0.5 m,7.3 kg
807,691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,Mock Kelp Pokémon,1.8 m,81.5 kg
808,692,Clauncher,Water,,330,50,53,62,58,63,44,Water Gun Pokémon,0.5 m,8.3 kg
809,693,Clawitzer,Water,,500,71,73,88,120,89,59,Howitzer Pokémon,1.3 m,35.3 kg
810,694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,Generator Pokémon,0.5 m,6.0 kg
811,695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,Generator Pokémon,1.0 m,21.0 kg
812,696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,Royal Heir Pokémon,0.8 m,26.0 kg
813,697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,Despot Pokémon,2.5 m,270.0 kg
814,698,Amaura,Rock,Ice,362,77,59,50,67,63,46,Tundra Pokémon,1.3 m,25.2 kg
815,699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,Tundra Pokémon,2.7 m,225.0 kg
816,700,Sylveon,Fairy,,525,95,65,65,110,130,60,Intertwining Pokémon,1.0 m,23.5 kg
817,701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,Wrestling Pokémon,0.8 m,21.5 kg
818,702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,Antenna Pokémon,0.2 m,2.2 kg
819,703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,Jewel Pokémon,0.3 m,5.7 kg
820,704,Goomy,Dragon,,300,45,50,35,55,75,40,Soft Tissue Pokémon,0.3 m,2.8 kg
821,705,Sliggoo,Dragon,,452,68,75,53,83,113,60,Soft Tissue Pokémon,0.8 m,17.5 kg
822,706,Goodra,Dragon,,600,90,100,70,110,150,80,Dragon Pokémon,2.0 m,150.5 kg
823,707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,Key Ring Pokémon,0.2 m,3.0 kg
824,708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,Stump Pokémon,0.4 m,7.0 kg
825,709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,Elder Tree Pokémon,1.5 m,71.0 kg
826,710,Pumpkaboo(Average Size),Ghost,Grass,335,49,66,70,44,55,51,Pumpkin Pokémon,0.4 m,5.0 kg
827,710,Pumpkaboo(Small Size),Ghost,Grass,335,44,66,70,44,55,56,Pumpkin Pokémon,0.3 m,3.5 kg
828,710,Pumpkaboo(Large Size),Ghost,Grass,335,54,66,70,44,55,46,Pumpkin Pokémon,0.5 m,7.5 kg
829,710,Pumpkaboo(Super Size),Ghost,Grass,335,59,66,70,44,55,41,Pumpkin Pokémon,0.8 m,15.0 kg
830,711,Gourgeist(Average Size),Ghost,Grass,494,65,90,122,58,75,84,Pumpkin Pokémon,0.9 m,12.5 kg
831,711,Gourgeist(Small Size),Ghost,Grass,494,55,85,122,58,75,99,Pumpkin Pokémon,0.7 m,9.5 kg
832,711,Gourgeist(Large Size),Ghost,Grass,494,75,95,122,58,75,69,Pumpkin Pokémon,1.1 m,14.0 kg
833,711,Gourgeist(Super Size),Ghost,Grass,494,85,100,122,58,75,54,Pumpkin Pokémon,1.7 m,39.0 kg
834,712,Bergmite,Ice,,304,55,69,85,32,35,28,Ice Chunk Pokémon,1.0 m,99.5 kg
835,713,Avalugg,Ice,,514,95,117,184,44,46,28,Iceberg Pokémon,2.0 m,505.0 kg
836,714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,Sound Wave Pokémon,0.5 m,8.0 kg
837,715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,Sound Wave Pokémon,1.5 m,85.0 kg
838,716,Xerneas,Fairy,,680,126,131,95,131,98,99,Life Pokémon,3.0 m,215.0 kg
839,717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,Destruction Pokémon,5.8 m,203.0 kg
840,718,Zygarde(50% Forme),Dragon,Ground,600,108,100,121,81,95,95,Order Pokémon,5.0 m,305.0 kg
841,718,Zygarde(10% Forme),Dragon,Ground,486,54,100,71,61,85,115,Order Pokémon,1.2 m,33.5 kg
842,718,Zygarde(Complete Forme),Dragon,Ground,708,216,100,121,91,95,85,Order Pokémon,4.5 m,610.0 kg
843,719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,Jewel Pokémon,0.7 m,8.8 kg
844,719,Diancie(Mega Diancie),Rock,Fairy,700,50,160,110,160,110,110,Jewel Pokémon,1.1 m,27.8 kg
845,720,Hoopa(Hoopa Confined),Psychic,Ghost,600,80,110,60,150,130,70,Mischief Pokémon,0.5 m,9.0 kg
846,720,Hoopa(Hoopa Unbound),Psychic,Dark,680,80,160,60,170,130,80,Djinn Pokémon,6.5 m,490.0 kg
847,721,Volcanion,Fire,Water,600,80,110,120,130,90,70,Steam Pokémon,1.7 m,195.0 kg
848,722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,Grass Quill Pokémon,0.3 m,1.5 kg
849,723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,Blade Quill Pokémon,0.7 m,16.0 kg
850,724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,Arrow Quill Pokémon,1.6 m,36.6 kg
851,725,Litten,Fire,,320,45,65,40,60,40,70,Fire Cat Pokémon,0.4 m,4.3 kg
852,726,Torracat,Fire,,420,65,85,50,80,50,90,Fire Cat Pokémon,0.7 m,25.0 kg
853,727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,Heel Pokémon,1.8 m,83.0 kg
854,728,Popplio,Water,,320,50,54,54,66,56,40,Sea Lion Pokémon,0.4 m,7.5 kg
855,729,Brionne,Water,,420,60,69,69,91,81,50,Pop Star Pokémon,0.6 m,17.5 kg
856,730,Primarina,Water,Fairy,530,80,74,74,126,116,60,Soloist Pokémon,1.8 m,44.0 kg
857,731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,Woodpecker Pokémon,0.3 m,1.2 kg
858,732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,Bugle Beak Pokémon,0.6 m,14.8 kg
859,733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,Cannon Pokémon,1.1 m,26.0 kg
860,734,Yungoos,Normal,,253,48,70,30,30,30,45,Loitering Pokémon,0.4 m,6.0 kg
861,735,Gumshoos,Normal,,418,88,110,60,55,60,45,Stakeout Pokémon,0.7 m,14.2 kg
862,736,Grubbin,Bug,,300,47,62,45,55,45,46,Larva Pokémon,0.4 m,4.4 kg
863,737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,Battery Pokémon,0.5 m,10.5 kg
864,738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,Stag Beetle Pokémon,1.5 m,45.0 kg
865,739,Crabrawler,Fighting,,338,47,82,57,42,47,63,Boxing Pokémon,0.6 m,7.0 kg
866,740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,Woolly Crab Pokémon,1.7 m,180.0 kg
867,741,Oricorio(Baile Style),Fire,Flying,476,75,70,70,98,70,93,Dancing Pokémon,0.6 m,3.4 kg
868,741,Oricorio(Pom-Pom Style),Electric,Flying,476,75,70,70,98,70,93,Dancing Pokémon,0.6 m,3.4 kg
869,741,Oricorio(Pa'u Style),Psychic,Flying,476,75,70,70,98,70,93,Dancing Pokémon,0.6 m,3.4 kg
870,741,Oricorio(Sensu Style),Ghost,Flying,476,75,70,70,98,70,93,Dancing Pokémon,0.6 m,3.4 kg
871,742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,Bee Fly Pokémon,0.1 m,0.2 kg
872,743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,Bee Fly Pokémon,0.2 m,0.5 kg
873,744,Rockruff,Rock,,280,45,65,40,30,40,60,Puppy Pokémon,0.5 m,9.2 kg
874,744,Rockruff(Own Tempo Rockruff),Rock,,280,45,65,40,30,40,60,Puppy Pokémon,0.5 m,9.2 kg
875,745,Lycanroc(Midday Form),Rock,,487,75,115,65,55,65,112,Wolf Pokémon,0.8 m,25.0 kg
876,745,Lycanroc(Midnight Form),Rock,,487,85,115,75,55,75,82,Wolf Pokémon,1.1 m,25.0 kg
877,745,Lycanroc(Dusk Form),Rock,,487,75,117,65,55,65,110,Wolf Pokémon,0.8 m,25.0 kg
878,746,Wishiwashi(Solo Form),Water,,175,45,20,20,25,25,40,Small Fry Pokémon,0.2 m,0.3 kg
879,746,Wishiwashi(School Form),Water,,620,45,140,130,140,135,30,Small Fry Pokémon,8.2 m,78.6 kg
880,747,Mareanie,Poison,Water,305,50,53,62,43,52,45,Brutal Star Pokémon,0.4 m,8.0 kg
881,748,Toxapex,Poison,Water,495,50,63,152,53,142,35,Brutal Star Pokémon,0.7 m,14.5 kg
882,749,Mudbray,Ground,,385,70,100,70,45,55,45,Donkey Pokémon,1.0 m,110.0 kg
883,750,Mudsdale,Ground,,500,100,125,100,55,85,35,Draft Horse Pokémon,2.5 m,920.0 kg
884,751,Dewpider,Water,Bug,269,38,40,52,40,72,27,Water Bubble Pokémon,0.3 m,4.0 kg
885,752,Araquanid,Water,Bug,454,68,70,92,50,132,42,Water Bubble Pokémon,1.8 m,82.0 kg
886,753,Fomantis,Grass,,250,40,55,35,50,35,35,Sickle Grass Pokémon,0.3 m,1.5 kg
887,754,Lurantis,Grass,,480,70,105,90,80,90,45,Bloom Sickle Pokémon,0.9 m,18.5 kg
888,755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,Illuminating Pokémon,0.2 m,1.5 kg
889,756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,Illuminating Pokémon,1.0 m,11.5 kg
890,757,Salandit,Poison,Fire,320,48,44,40,71,40,77,Toxic Lizard Pokémon,0.6 m,4.8 kg
891,758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,Toxic Lizard Pokémon,1.2 m,22.2 kg
892,759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,Flailing Pokémon,0.5 m,6.8 kg
893,760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,Strong Arm Pokémon,2.1 m,135.0 kg
894,761,Bounsweet,Grass,,210,42,30,38,30,38,32,Fruit Pokémon,0.3 m,3.2 kg
895,762,Steenee,Grass,,290,52,40,48,40,48,62,Fruit Pokémon,0.7 m,8.2 kg
896,763,Tsareena,Grass,,510,72,120,98,50,98,72,Fruit Pokémon,1.2 m,21.4 kg
897,764,Comfey,Fairy,,485,51,52,90,82,110,100,Posy Picker Pokémon,0.1 m,0.3 kg
898,765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,Sage Pokémon,1.5 m,76.0 kg
899,766,Passimian,Fighting,,490,100,120,90,40,60,80,Teamwork Pokémon,2.0 m,82.8 kg
900,767,Wimpod,Bug,Water,230,25,35,40,20,30,80,Turn Tail Pokémon,0.5 m,12.0 kg
901,768,Golisopod,Bug,Water,530,75,125,140,60,90,40,Hard Scale Pokémon,2.0 m,108.0 kg
902,769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,Sand Heap Pokémon,0.5 m,70.0 kg
903,770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,Sand Castle Pokémon,1.3 m,250.0 kg
904,771,Pyukumuku,Water,,410,55,60,130,30,130,5,Sea Cucumber Pokémon,0.3 m,1.2 kg
905,772,Type: Null,Normal,,534,95,95,95,95,95,59,Synthetic Pokémon,1.9 m,120.5 kg
906,773,Silvally,Normal,,570,95,95,95,95,95,95,Synthetic Pokémon,2.3 m,100.5 kg
907,774,Minior(Meteor Form),Rock,Flying,440,60,60,100,60,100,60,Meteor Pokémon,0.3 m,40.0 kg
908,774,Minior(Core Form),Rock,Flying,500,60,100,60,100,60,120,Meteor Pokémon,0.3 m,0.3 kg
909,775,Komala,Normal,,480,65,115,65,75,95,65,Drowsing Pokémon,0.4 m,19.9 kg
910,776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,Blast Turtle Pokémon,2.0 m,212.0 kg
911,777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,Roly-Poly Pokémon,0.3 m,3.3 kg
912,778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,Disguise Pokémon,0.2 m,0.7 kg
913,779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,Gnash Teeth Pokémon,0.9 m,19.0 kg
914,780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,Placid Pokémon,3.0 m,185.0 kg
915,781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,Sea Creeper Pokémon,3.9 m,210.0 kg
916,782,Jangmo-o,Dragon,,300,45,55,65,45,45,45,Scaly Pokémon,0.6 m,29.7 kg
917,783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,Scaly Pokémon,1.2 m,47.0 kg
918,784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,Scaly Pokémon,1.6 m,78.2 kg
919,785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,Land Spirit Pokémon,1.8 m,20.5 kg
920,786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,Land Spirit Pokémon,1.2 m,18.6 kg
921,787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,Land Spirit Pokémon,1.9 m,45.5 kg
922,788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,Land Spirit Pokémon,1.3 m,21.2 kg
923,789,Cosmog,Psychic,,200,43,29,31,29,31,37,Nebula Pokémon,0.2 m,0.1 kg
924,790,Cosmoem,Psychic,,400,43,29,131,29,131,37,Protostar Pokémon,0.1 m,999.9 kg
925,791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,Sunne Pokémon,3.4 m,230.0 kg
926,792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,Moone Pokémon,4.0 m,120.0 kg
927,793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,Parasite Pokémon,1.2 m,55.5 kg
928,794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,Swollen Pokémon,2.4 m,333.6 kg
929,795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,Lissome Pokémon,1.8 m,25.0 kg
930,796,Xurkitree,Electric,,570,83,89,71,173,71,83,Glowing Pokémon,3.8 m,100.0 kg
931,797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,Launch Pokémon,9.2 m,999.9 kg
932,798,Kartana,Grass,Steel,570,59,181,131,59,31,109,Drawn Sword Pokémon,0.3 m,0.1 kg
933,799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,Junkivore Pokémon,5.5 m,888.0 kg
934,800,Necrozma,Psychic,,600,97,107,101,127,89,79,Prism Pokémon,2.4 m,230.0 kg
935,800,Necrozma(Dusk Mane Necrozma),Psychic,Steel,680,97,157,127,113,109,77,Prism Pokémon,3.8 m,460.0 kg
936,800,Necrozma(Dawn Wings Necrozma),Psychic,Ghost,680,97,113,109,157,127,77,Prism Pokémon,4.2 m,350.0 kg
937,800,Necrozma(Ultra Necrozma),Psychic,Dragon,754,97,167,97,167,97,129,Prism Pokémon,7.5 m,230.0 kg
938,801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,Artificial Pokémon,1.0 m,80.5 kg
939,802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,Gloomdweller Pokémon,0.7 m,22.2 kg
940,803,Poipole,Poison,,420,67,73,67,73,67,73,Poison Pin Pokémon,0.6 m,1.8 kg
941,804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,Poison Pin Pokémon,3.6 m,150.0 kg
942,805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,Rampart Pokémon,5.5 m,820.0 kg
943,806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,Fireworks Pokémon,1.8 m,13.0 kg
944,807,Zeraora,Electric,,600,88,112,75,102,80,143,Thunderclap Pokémon,1.5 m,44.5 kg
945,808,Meltan,Steel,,300,46,65,65,55,35,34,Hex Nut Pokémon,0.2 m,8.0 kg
946,809,Melmetal,Steel,,600,135,143,143,80,65,34,Hex Nut Pokémon,2.5 m,800.0 kg
947,810,Grookey,Grass,,310,50,65,50,40,40,65,Chimp Pokémon,0.3 m,5.0 kg
948,811,Thwackey,Grass,,420,70,85,70,55,60,80,Beat Pokémon,0.7 m,14.0 kg
949,812,Rillaboom,Grass,,530,100,125,90,60,70,85,Drummer Pokémon,2.1 m,90.0 kg
950,813,Scorbunny,Fire,,310,50,71,40,40,40,69,Rabbit Pokémon,0.3 m,4.5 kg
951,814,Raboot,Fire,,420,65,86,60,55,60,94,Rabbit Pokémon,0.6 m,9.0 kg
952,815,Cinderace,Fire,,530,80,116,75,65,75,119,Striker Pokémon,1.4 m,33.0 kg
953,816,Sobble,Water,,310,50,40,40,70,40,70,Water Lizard Pokémon,0.3 m,4.0 kg
954,817,Drizzile,Water,,420,65,60,55,95,55,90,Water lizard Pokémon,0.7 m,11.5 kg
955,818,Inteleon,Water,,530,70,85,65,125,65,120,Secret Agent Pokémon,1.9 m,45.2 kg
956,819,Skwovet,Normal,,275,70,55,55,35,35,25,Cheeky Pokémon,0.3 m,2.5 kg
957,820,Greedent,Normal,,460,120,95,95,55,75,20,Greedy Pokémon,0.6 m,6.0 kg
958,821,Rookidee,Flying,,245,38,47,35,33,35,57,Tiny Bird Pokémon,0.2 m,1.8 kg
959,822,Corvisquire,Flying,,365,68,67,55,43,55,77,Raven Pokémon,0.8 m,16.0 kg
960,823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,Raven Pokémon,2.2 m,75.0 kg
961,824,Blipbug,Bug,,180,25,20,20,25,45,45,Larva Pokémon,0.4 m,8.0 kg
962,825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,Radome Pokémon,0.4 m,19.5 kg
963,826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,Seven Spot Pokémon,0.4 m,40.8 kg
964,827,Nickit,Dark,,245,40,28,28,47,52,50,Fox Pokémon,0.6 m,8.9 kg
965,828,Thievul,Dark,,455,70,58,58,87,92,90,Fox Pokémon,1.2 m,19.9 kg
966,829,Gossifleur,Grass,,250,40,40,60,40,60,10,Flowering Pokémon,0.4 m,2.2 kg
967,830,Eldegoss,Grass,,460,60,50,90,80,120,60,Cotton Bloom Pokémon,0.5 m,2.5 kg
968,831,Wooloo,Normal,,270,42,40,55,40,45,48,Sheep Pokémon,0.6 m,6.0 kg
969,832,Dubwool,Normal,,490,72,80,100,60,90,88,Sheep Pokémon,1.3 m,43.0 kg
970,833,Chewtle,Water,,284,50,64,50,38,38,44,Snapping Pokémon,0.3 m,8.5 kg
971,834,Drednaw,Water,Rock,485,90,115,90,48,68,74,Bite Pokémon,1.0 m,115.5 kg
972,835,Yamper,Electric,,270,59,45,50,40,50,26,Puppy Pokémon,0.3 m,13.5 kg
973,836,Boltund,Electric,,490,69,90,60,90,60,121,Dog Pokémon,1.0 m,34.0 kg
974,837,Rolycoly,Rock,,240,30,40,50,40,50,30,Coal Pokémon,0.3 m,12.0 kg
975,838,Carkol,Rock,Fire,410,80,60,90,60,70,50,Coal Pokémon,1.1 m,78.0 kg
976,839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,Coal Pokémon,2.8 m,310.5 kg
977,840,Applin,Grass,Dragon,260,40,40,80,40,40,20,Apple Core Pokémon,0.2 m,0.5 kg
978,841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,Apple Wing Pokémon,0.3 m,1.0 kg
979,842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,Apple Nectar Pokémon,0.4 m,13.0 kg
980,843,Silicobra,Ground,,315,52,57,75,35,50,46,Sand Snake Pokémon,2.2 m,7.6 kg
981,844,Sandaconda,Ground,,510,72,107,125,65,70,71,Sand Snake Pokémon,3.8 m,65.5 kg
982,845,Cramorant,Flying,Water,475,70,85,55,85,95,85,Gulp Pokémon,0.8 m,18.0 kg
983,846,Arrokuda,Water,,280,41,63,40,40,30,66,Rush Pokémon,0.5 m,1.0 kg
984,847,Barraskewda,Water,,490,61,123,60,60,50,136,Skewer Pokémon,1.3 m,30.0 kg
985,848,Toxel,Electric,Poison,242,40,38,35,54,35,40,Baby Pokémon,0.4 m,11.0 kg
986,849,Toxtricity(Low Key Form),Electric,Poison,502,75,98,70,114,70,75,Punk Pokémon,1.6 m,40.0 kg
987,849,Toxtricity(Amped Form),Electric,Poison,502,75,98,70,114,70,75,Punk Pokémon,1.6 m,40.0 kg
988,850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,Radiator Pokémon,0.7 m,1.0 kg
989,851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,Radiator Pokémon,3.0 m,120.0 kg
990,852,Clobbopus,Fighting,,310,50,68,60,50,50,32,Tantrum Pokémon,0.6 m,4.0 kg
991,853,Grapploct,Fighting,,480,80,118,90,70,80,42,Tantrum Pokémon,1.6 m,39.0 kg
992,854,Sinistea,Ghost,,308,40,45,45,74,54,50,Black Tea Pokémon,0.1 m,0.2 kg
993,855,Polteageist,Ghost,,508,60,65,65,134,114,70,Black Tea Pokémon,0.2 m,0.4 kg
994,856,Hatenna,Psychic,,265,42,30,45,56,53,39,Calm Pokémon,0.4 m,3.4 kg
995,857,Hattrem,Psychic,,370,57,40,65,86,73,49,Serene Pokémon,0.6 m,4.8 kg
996,858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,Silent Pokémon,2.1 m,5.0 kg
997,859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,Wily Pokémon,0.4 m,5.5 kg
998,860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,Devious Pokémon,0.8 m,12.5 kg
999,861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,Bulk Up Pokémon,1.5 m,61.0 kg
1000,862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,Blocking Pokémon,1.6 m,46.0 kg
1001,863,Perrserker,Steel,,440,70,110,100,50,60,50,Viking Pokémon,0.8 m,28.0 kg
1002,864,Cursola,Ghost,,510,60,95,50,145,130,30,Coral Pokémon,1.0 m,0.4 kg
